parcel_id,farmer_name,season,year,NDVI,EVI,SAVI,NDWI,Red,Green,Blue,NIR,SWIR1,SWIR2,cloud_cover_percent,image_source
AP_ANP_00055_C1,Ravi Teja,Rabi,2025,0.638,0.201,0.616,0.058,0.044,0.06,0.014,0.822,0.419,0.191,5.93,
AP_ANP_00055_C2,Bhavani S,Rabi,2025,0.638,0.201,0.616,0.058,0.044,0.06,0.014,0.822,0.419,0.191,5.93,
AP_ANP_00055_C3,Gopal Reddy,Rabi,2025,0.638,0.201,0.616,0.058,0.044,0.06,0.014,0.822,0.419,0.191,5.93,
AP_ANP_00055_C1,Ravi Teja,Summer,2025,0.34,0.547,0.27,0.105,0.077,0.071,0.201,0.697,0.183,0.058,1.64,
AP_ANP_00055_C2,Bhavani S,Summer,2025,0.34,0.547,0.27,0.105,0.077,0.071,0.201,0.697,0.183,0.058,1.64,
AP_ANP_00055_C3,Gopal Reddy,Summer,2025,0.34,0.547,0.27,0.105,0.077,0.071,0.201,0.697,0.183,0.058,1.64,
AP_ANP_00056_C1,Narasimha Rao,Kharif,2025,0.889,0.612,0.556,0.174,0.146,0.116,0.045,0.6,0.437,0.308,10.61,
AP_ANP_00056_C2,Ravi Teja,Kharif,2025,0.889,0.612,0.556,0.174,0.146,0.116,0.045,0.6,0.437,0.308,10.61,
AP_ANP_00056_C3,Bhavani S,Kharif,2025,0.889,0.612,0.556,0.174,0.146,0.116,0.045,0.6,0.437,0.308,10.61,
AP_ANP_00056_C1,Narasimha Rao,Rabi,2025,0.415,0.629,0.34,0.244,0.343,0.283,0.179,0.686,0.456,0.313,2.56,
AP_ANP_00056_C2,Ravi Teja,Rabi,2025,0.415,0.629,0.34,0.244,0.343,0.283,0.179,0.686,0.456,0.313,2.56,
AP_ANP_00056_C3,Bhavani S,Rabi,2025,0.415,0.629,0.34,0.244,0.343,0.283,0.179,0.686,0.456,0.313,2.56,
AP_ANP_00056_C1,Narasimha Rao,Summer,2025,0.335,0.285,0.392,0.136,0.163,0.215,0.188,0.813,0.17,0.099,3.95,
AP_ANP_00056_C2,Ravi Teja,Summer,2025,0.335,0.285,0.392,0.136,0.163,0.215,0.188,0.813,0.17,0.099,3.95,
AP_ANP_00056_C3,Bhavani S,Summer,2025,0.335,0.285,0.392,0.136,0.163,0.215,0.188,0.813,0.17,0.099,3.95,
AP_ANP_00057_C1,Anuradha V,Kharif,2025,0.86,0.322,0.68,0.261,0.304,0.386,0.276,0.364,0.428,0.234,16.84,
AP_ANP_00057_C2,Narasimha Rao,Kharif,2025,0.86,0.322,0.68,0.261,0.304,0.386,0.276,0.364,0.428,0.234,16.84,
AP_ANP_00057_C3,Ravi Teja,Kharif,2025,0.86,0.322,0.68,0.261,0.304,0.386,0.276,0.364,0.428,0.234,16.84,
AP_ANP_00057_C1,Anuradha V,Rabi,2025,0.655,0.544,0.265,0.205,0.2,0.444,0.282,0.228,0.132,0.103,14.52,
AP_ANP_00057_C2,Narasimha Rao,Rabi,2025,0.655,0.544,0.265,0.205,0.2,0.444,0.282,0.228,0.132,0.103,14.52,
AP_ANP_00057_C3,Ravi Teja,Rabi,2025,0.655,0.544,0.265,0.205,0.2,0.444,0.282,0.228,0.132,0.103,14.52,
AP_ANP_00057_C1,Anuradha V,Summer,2025,0.527,0.454,0.696,-0.007,0.262,0.258,0.181,0.53,0.199,0.276,13.78,
AP_ANP_00057_C2,Narasimha Rao,Summer,2025,0.527,0.454,0.696,-0.007,0.262,0.258,0.181,0.53,0.199,0.276,13.78,
AP_ANP_00057_C3,Ravi Teja,Summer,2025,0.527,0.454,0.696,-0.007,0.262,0.258,0.181,0.53,0.199,0.276,13.78,
AP_ANP_00058_C1,Krishna Murthy,Kharif,2025,0.856,0.607,0.254,0.259,0.172,0.034,0.082,0.672,0.546,0.09,8.03,
AP_ANP_00058_C2,Anuradha V,Kharif,2025,0.856,0.607,0.254,0.259,0.172,0.034,0.082,0.672,0.546,0.09,8.03,
AP_ANP_00058_C3,Narasimha Rao,Kharif,2025,0.856,0.607,0.254,0.259,0.172,0.034,0.082,0.672,0.546,0.09,8.03,
AP_ANP_00058_C1,Krishna Murthy,Rabi,2025,0.68,0.483,0.626,0.091,0.223,0.109,0.113,0.709,0.327,0.052,15.22,
AP_ANP_00058_C2,Anuradha V,Rabi,2025,0.68,0.483,0.626,0.091,0.223,0.109,0.113,0.709,0.327,0.052,15.22,
AP_ANP_00058_C3,Narasimha Rao,Rabi,2025,0.68,0.483,0.626,0.091,0.223,0.109,0.113,0.709,0.327,0.052,15.22,
AP_ANP_00058_C1,Krishna Murthy,Summer,2025,0.214,0.271,0.773,0.099,0.141,0.167,0.053,0.399,0.488,0.449,7.37,
AP_ANP_00058_C2,Anuradha V,Summer,2025,0.214,0.271,0.773,0.099,0.141,0.167,0.053,0.399,0.488,0.449,7.37,
AP_ANP_00058_C3,Narasimha Rao,Summer,2025,0.214,0.271,0.773,0.099,0.141,0.167,0.053,0.399,0.488,0.449,7.37,
AP_ANP_00059_C1,Padma Kumari,Kharif,2025,0.707,0.682,0.535,0.281,0.149,0.203,0.212,0.202,0.36,0.192,15.88,
AP_ANP_00059_C2,Krishna Murthy,Kharif,2025,0.707,0.682,0.535,0.281,0.149,0.203,0.212,0.202,0.36,0.192,15.88,
AP_ANP_00059_C3,Anuradha V,Kharif,2025,0.707,0.682,0.535,0.281,0.149,0.203,0.212,0.202,0.36,0.192,15.88,
AP_ANP_00059_C1,Padma Kumari,Rabi,2025,0.433,0.439,0.568,0.168,0.041,0.274,0.173,0.564,0.352,0.321,16.1,
AP_ANP_00059_C2,Krishna Murthy,Rabi,2025,0.433,0.439,0.568,0.168,0.041,0.274,0.173,0.564,0.352,0.321,16.1,
AP_ANP_00059_C3,Anuradha V,Rabi,2025,0.433,0.439,0.568,0.168,0.041,0.274,0.173,0.564,0.352,0.321,16.1,
AP_ANP_00059_C1,Padma Kumari,Summer,2025,0.308,0.449,0.2,0.115,0.039,0.17,0.238,0.66,0.444,0.257,8.8,
AP_ANP_00059_C2,Krishna Murthy,Summer,2025,0.308,0.449,0.2,0.115,0.039,0.17,0.238,0.66,0.444,0.257,8.8,
AP_ANP_00059_C3,Anuradha V,Summer,2025,0.308,0.449,0.2,0.115,0.039,0.17,0.238,0.66,0.444,0.257,8.8,
AP_ANP_00060_C1,Subba Rao,Kharif,2025,0.602,0.41,0.208,0.182,0.093,0.281,0.223,0.849,0.517,0.307,8.42,
AP_ANP_00060_C2,Ramesh Kumar,Kharif,2025,0.602,0.41,0.208,0.182,0.093,0.281,0.223,0.849,0.517,0.307,8.42,
AP_ANP_00060_C3,Suresh Naidu,Kharif,2025,0.602,0.41,0.208,0.182,0.093,0.281,0.223,0.849,0.517,0.307,8.42,
AP_ANP_00060_C1,Subba Rao,Rabi,2025,0.623,0.221,0.416,0.207,0.297,0.191,0.176,0.582,0.142,0.195,6.69,
AP_ANP_00060_C2,Ramesh Kumar,Rabi,2025,0.623,0.221,0.416,0.207,0.297,0.191,0.176,0.582,0.142,0.195,6.69,
AP_ANP_00060_C3,Suresh Naidu,Rabi,2025,0.623,0.221,0.416,0.207,0.297,0.191,0.176,0.582,0.142,0.195,6.69,
AP_ANP_00060_C1,Subba Rao,Summer,2025,0.21,0.649,0.327,-0.045,0.191,0.155,0.283,0.369,0.265,0.399,16.84,
AP_ANP_00060_C2,Ramesh Kumar,Summer,2025,0.21,0.649,0.327,-0.045,0.191,0.155,0.283,0.369,0.265,0.399,16.84,
AP_ANP_00060_C3,Suresh Naidu,Summer,2025,0.21,0.649,0.327,-0.045,0.191,0.155,0.283,0.369,0.265,0.399,16.84,
AP_ANP_00061_C1,Vijayalakshmi,Kharif,2025,0.615,0.425,0.464,0.301,0.064,0.064,0.221,0.523,0.268,0.342,15.31,
AP_ANP_00061_C2,Subba Rao,Kharif,2025,0.615,0.425,0.464,0.301,0.064,0.064,0.221,0.523,0.268,0.342,15.31,
AP_ANP_00061_C3,Ramesh Kumar,Kharif,2025,0.615,0.425,0.464,0.301,0.064,0.064,0.221,0.523,0.268,0.342,15.31,
AP_ANP_00061_C1,Vijayalakshmi,Rabi,2025,0.456,0.231,0.638,0.172,0.237,0.432,0.03,0.237,0.191,0.155,4.94,
AP_ANP_00061_C2,Subba Rao,Rabi,2025,0.456,0.231,0.638,0.172,0.237,0.432,0.03,0.237,0.191,0.155,4.94,
AP_ANP_00061_C3,Ramesh Kumar,Rabi,2025,0.456,0.231,0.638,0.172,0.237,0.432,0.03,0.237,0.191,0.155,4.94,
AP_ANP_00061_C1,Vijayalakshmi,Summer,2025,0.563,0.313,0.644,-0.0,0.168,0.356,0.029,0.517,0.067,0.075,18.13,
AP_ANP_00061_C2,Subba Rao,Summer,2025,0.563,0.313,0.644,-0.0,0.168,0.356,0.029,0.517,0.067,0.075,18.13,
AP_ANP_00061_C3,Ramesh Kumar,Summer,2025,0.563,0.313,0.644,-0.0,0.168,0.356,0.029,0.517,0.067,0.075,18.13,
AP_ANP_00062_C1,Nagarjuna Reddy,Kharif,2025,0.599,0.397,0.376,0.233,0.317,0.039,0.202,0.826,0.33,0.425,1.05,
AP_ANP_00062_C2,Vijayalakshmi,Kharif,2025,0.599,0.397,0.376,0.233,0.317,0.039,0.202,0.826,0.33,0.425,1.05,
AP_ANP_00062_C3,Subba Rao,Kharif,2025,0.599,0.397,0.376,0.233,0.317,0.039,0.202,0.826,0.33,0.425,1.05,
AP_ANP_00062_C1,Nagarjuna Reddy,Rabi,2025,0.547,0.588,0.788,0.102,0.105,0.305,0.067,0.567,0.282,0.439,12.17,
AP_ANP_00062_C2,Vijayalakshmi,Rabi,2025,0.547,0.588,0.788,0.102,0.105,0.305,0.067,0.567,0.282,0.439,12.17,
AP_ANP_00062_C3,Subba Rao,Rabi,2025,0.547,0.588,0.788,0.102,0.105,0.305,0.067,0.567,0.282,0.439,12.17,
AP_ANP_00062_C1,Nagarjuna Reddy,Summer,2025,0.34,0.241,0.296,-0.027,0.103,0.387,0.173,0.54,0.107,0.394,14.46,
AP_ANP_00062_C2,Vijayalakshmi,Summer,2025,0.34,0.241,0.296,-0.027,0.103,0.387,0.173,0.54,0.107,0.394,14.46,
AP_ANP_00062_C3,Subba Rao,Summer,2025,0.34,0.241,0.296,-0.027,0.103,0.387,0.173,0.54,0.107,0.394,14.46,
AP_ANP_00063_C1,Venkat Ramaiah,Kharif,2025,0.574,0.476,0.203,0.277,0.171,0.234,0.058,0.815,0.475,0.318,9.25,
AP_ANP_00063_C2,Nagarjuna Reddy,Kharif,2025,0.574,0.476,0.203,0.277,0.171,0.234,0.058,0.815,0.475,0.318,9.25,
AP_ANP_00063_C3,Vijayalakshmi,Kharif,2025,0.574,0.476,0.203,0.277,0.171,0.234,0.058,0.815,0.475,0.318,9.25,
AP_ANP_00063_C1,Venkat Ramaiah,Rabi,2025,0.544,0.477,0.19,0.18,0.189,0.369,0.143,0.234,0.443,0.131,5.17,
AP_ANP_00063_C2,Nagarjuna Reddy,Rabi,2025,0.544,0.477,0.19,0.18,0.189,0.369,0.143,0.234,0.443,0.131,5.17,
AP_ANP_00063_C3,Vijayalakshmi,Rabi,2025,0.544,0.477,0.19,0.18,0.189,0.369,0.143,0.234,0.443,0.131,5.17,
AP_ANP_00063_C1,Venkat Ramaiah,Summer,2025,0.266,0.604,0.488,0.016,0.088,0.399,0.265,0.766,0.169,0.23,19.7,
AP_ANP_00063_C2,Nagarjuna Reddy,Summer,2025,0.266,0.604,0.488,0.016,0.088,0.399,0.265,0.766,0.169,0.23,19.7,
AP_ANP_00063_C3,Vijayalakshmi,Summer,2025,0.266,0.604,0.488,0.016,0.088,0.399,0.265,0.766,0.169,0.23,19.7,
AP_ANP_00064_C1,Gopal Reddy,Kharif,2025,0.82,0.189,0.452,0.107,0.32,0.256,0.154,0.269,0.378,0.379,7.61,
AP_ANP_00064_C2,Venkat Ramaiah,Kharif,2025,0.82,0.189,0.452,0.107,0.32,0.256,0.154,0.269,0.378,0.379,7.61,
AP_ANP_00064_C3,Nagarjuna Reddy,Kharif,2025,0.82,0.189,0.452,0.107,0.32,0.256,0.154,0.269,0.378,0.379,7.61,
AP_ANP_00064_C1,Gopal Reddy,Rabi,2025,0.671,0.272,0.49,0.243,0.115,0.363,0.178,0.612,0.449,0.208,18.3,
AP_ANP_00064_C2,Venkat Ramaiah,Rabi,2025,0.671,0.272,0.49,0.243,0.115,0.363,0.178,0.612,0.449,0.208,18.3,
AP_ANP_00064_C3,Nagarjuna Reddy,Rabi,2025,0.671,0.272,0.49,0.243,0.115,0.363,0.178,0.612,0.449,0.208,18.3,
AP_ANP_00064_C1,Gopal Reddy,Summer,2025,0.413,0.568,0.666,-0.018,0.125,0.39,0.273,0.38,0.542,0.106,4.04,
AP_ANP_00064_C2,Venkat Ramaiah,Summer,2025,0.413,0.568,0.666,-0.018,0.125,0.39,0.273,0.38,0.542,0.106,4.04,
AP_ANP_00064_C3,Nagarjuna Reddy,Summer,2025,0.413,0.568,0.666,-0.018,0.125,0.39,0.273,0.38,0.542,0.106,4.04,
AP_ANP_00065_C1,Bhavani S,Kharif,2025,0.614,0.543,0.249,0.323,0.165,0.288,0.034,0.774,0.452,0.252,19.34,
AP_ANP_00065_C2,Gopal Reddy,Kharif,2025,0.614,0.543,0.249,0.323,0.165,0.288,0.034,0.774,0.452,0.252,19.34,
AP_ANP_00065_C3,Venkat Ramaiah,Kharif,2025,0.614,0.543,0.249,0.323,0.165,0.288,0.034,0.774,0.452,0.252,19.34,
AP_ANP_00065_C1,Bhavani S,Rabi,2025,0.546,0.551,0.563,0.247,0.075,0.4,0.134,0.305,0.056,0.274,10.55,
AP_ANP_00065_C2,Gopal Reddy,Rabi,2025,0.546,0.551,0.563,0.247,0.075,0.4,0.134,0.305,0.056,0.274,10.55,
AP_ANP_00065_C3,Venkat Ramaiah,Rabi,2025,0.546,0.551,0.563,0.247,0.075,0.4,0.134,0.305,0.056,0.274,10.55,
AP_ANP_00065_C1,Bhavani S,Summer,2025,0.488,0.198,0.625,0.128,0.082,0.39,0.248,0.552,0.405,0.176,9.42,
AP_ANP_00065_C2,Gopal Reddy,Summer,2025,0.488,0.198,0.625,0.128,0.082,0.39,0.248,0.552,0.405,0.176,9.42,
AP_ANP_00065_C3,Venkat Ramaiah,Summer,2025,0.488,0.198,0.625,0.128,0.082,0.39,0.248,0.552,0.405,0.176,9.42,
AP_ANP_00066_C1,Ravi Teja,Kharif,2025,0.838,0.365,0.471,0.215,0.293,0.171,0.06,0.663,0.463,0.09,4.8,
AP_ANP_00066_C2,Bhavani S,Kharif,2025,0.838,0.365,0.471,0.215,0.293,0.171,0.06,0.663,0.463,0.09,4.8,
AP_ANP_00066_C3,Gopal Reddy,Kharif,2025,0.838,0.365,0.471,0.215,0.293,0.171,0.06,0.663,0.463,0.09,4.8,
AP_ANP_00066_C1,Ravi Teja,Rabi,2025,0.45,0.42,0.637,0.12,0.235,0.291,0.112,0.747,0.286,0.442,12.68,
AP_ANP_00066_C2,Bhavani S,Rabi,2025,0.45,0.42,0.637,0.12,0.235,0.291,0.112,0.747,0.286,0.442,12.68,
AP_ANP_00066_C3,Gopal Reddy,Rabi,2025,0.45,0.42,0.637,0.12,0.235,0.291,0.112,0.747,0.286,0.442,12.68,
AP_ANP_00066_C1,Ravi Teja,Summer,2025,0.251,0.345,0.596,0.085,0.043,0.103,0.258,0.348,0.469,0.162,12.86,
AP_ANP_00066_C2,Bhavani S,Summer,2025,0.251,0.345,0.596,0.085,0.043,0.103,0.258,0.348,0.469,0.162,12.86,
AP_ANP_00066_C3,Gopal Reddy,Summer,2025,0.251,0.345,0.596,0.085,0.043,0.103,0.258,0.348,0.469,0.162,12.86,
AP_ANP_00067_C1,Narasimha Rao,Kharif,2025,0.793,0.333,0.288,0.228,0.031,0.158,0.199,0.81,0.486,0.356,15.77,
AP_ANP_00067_C2,Ravi Teja,Kharif,2025,0.793,0.333,0.288,0.228,0.031,0.158,0.199,0.81,0.486,0.356,15.77,
AP_ANP_00067_C3,Bhavani S,Kharif,2025,0.793,0.333,0.288,0.228,0.031,0.158,0.199,0.81,0.486,0.356,15.77,
AP_ANP_00067_C1,Narasimha Rao,Rabi,2025,0.633,0.694,0.586,0.102,0.205,0.077,0.14,0.499,0.482,0.269,7.61,
AP_ANP_00067_C2,Ravi Teja,Rabi,2025,0.633,0.694,0.586,0.102,0.205,0.077,0.14,0.499,0.482,0.269,7.61,
AP_ANP_00067_C3,Bhavani S,Rabi,2025,0.633,0.694,0.586,0.102,0.205,0.077,0.14,0.499,0.482,0.269,7.61,
AP_ANP_00067_C1,Narasimha Rao,Summer,2025,0.591,0.404,0.177,-0.028,0.264,0.416,0.091,0.758,0.196,0.414,15.08,
AP_ANP_00067_C2,Ravi Teja,Summer,2025,0.591,0.404,0.177,-0.028,0.264,0.416,0.091,0.758,0.196,0.414,15.08,
AP_ANP_00067_C3,Bhavani S,Summer,2025,0.591,0.404,0.177,-0.028,0.264,0.416,0.091,0.758,0.196,0.414,15.08,
AP_ANP_00068_C1,Anuradha V,Kharif,2025,0.832,0.728,0.622,0.105,0.121,0.378,0.092,0.767,0.106,0.331,10.81,
AP_ANP_00068_C2,Narasimha Rao,Kharif,2025,0.832,0.728,0.622,0.105,0.121,0.378,0.092,0.767,0.106,0.331,10.81,
AP_ANP_00068_C3,Ravi Teja,Kharif,2025,0.832,0.728,0.622,0.105,0.121,0.378,0.092,0.767,0.106,0.331,10.81,
AP_ANP_00068_C1,Anuradha V,Rabi,2025,0.434,0.157,0.455,0.098,0.119,0.281,0.096,0.395,0.422,0.069,18.06,
AP_ANP_00068_C2,Narasimha Rao,Rabi,2025,0.434,0.157,0.455,0.098,0.119,0.281,0.096,0.395,0.422,0.069,18.06,
AP_ANP_00068_C3,Ravi Teja,Rabi,2025,0.434,0.157,0.455,0.098,0.119,0.281,0.096,0.395,0.422,0.069,18.06,
AP_ANP_00068_C1,Anuradha V,Summer,2025,0.541,0.506,0.73,0.084,0.081,0.063,0.079,0.716,0.067,0.283,19.91,
AP_ANP_00068_C2,Narasimha Rao,Summer,2025,0.541,0.506,0.73,0.084,0.081,0.063,0.079,0.716,0.067,0.283,19.91,
AP_ANP_00068_C3,Ravi Teja,Summer,2025,0.541,0.506,0.73,0.084,0.081,0.063,0.079,0.716,0.067,0.283,19.91,
AP_ANP_00069_C1,Krishna Murthy,Kharif,2025,0.849,0.188,0.69,0.23,0.218,0.078,0.037,0.791,0.385,0.382,17.58,
AP_ANP_00069_C2,Anuradha V,Kharif,2025,0.849,0.188,0.69,0.23,0.218,0.078,0.037,0.791,0.385,0.382,17.58,
AP_ANP_00069_C3,Narasimha Rao,Kharif,2025,0.849,0.188,0.69,0.23,0.218,0.078,0.037,0.791,0.385,0.382,17.58,
AP_ANP_00069_C1,Krishna Murthy,Rabi,2025,0.6,0.408,0.356,0.153,0.163,0.355,0.185,0.78,0.272,0.293,12.63,
AP_ANP_00069_C2,Anuradha V,Rabi,2025,0.6,0.408,0.356,0.153,0.163,0.355,0.185,0.78,0.272,0.293,12.63,
AP_ANP_00069_C3,Narasimha Rao,Rabi,2025,0.6,0.408,0.356,0.153,0.163,0.355,0.185,0.78,0.272,0.293,12.63,
AP_ANP_00069_C1,Krishna Murthy,Summer,2025,0.437,0.292,0.483,0.091,0.054,0.191,0.151,0.624,0.525,0.29,14.87,
AP_ANP_00069_C2,Anuradha V,Summer,2025,0.437,0.292,0.483,0.091,0.054,0.191,0.151,0.624,0.525,0.29,14.87,
AP_ANP_00069_C3,Narasimha Rao,Summer,2025,0.437,0.292,0.483,0.091,0.054,0.191,0.151,0.624,0.525,0.29,14.87,
AP_ANP_00070_C1,Ramesh Kumar,Kharif,2025,0.727,0.193,0.315,0.259,0.139,0.228,0.023,0.291,0.188,0.439,6.63,
AP_ANP_00070_C2,Suresh Naidu,Kharif,2025,0.727,0.193,0.315,0.259,0.139,0.228,0.023,0.291,0.188,0.439,6.63,
AP_ANP_00070_C3,Lakshmi Reddy,Kharif,2025,0.727,0.193,0.315,0.259,0.139,0.228,0.023,0.291,0.188,0.439,6.63,
AP_ANP_00070_C1,Ramesh Kumar,Rabi,2025,0.569,0.516,0.332,0.089,0.088,0.247,0.012,0.205,0.16,0.065,2.16,
AP_ANP_00070_C2,Suresh Naidu,Rabi,2025,0.569,0.516,0.332,0.089,0.088,0.247,0.012,0.205,0.16,0.065,2.16,
AP_ANP_00070_C3,Lakshmi Reddy,Rabi,2025,0.569,0.516,0.332,0.089,0.088,0.247,0.012,0.205,0.16,0.065,2.16,
AP_ANP_00070_C1,Ramesh Kumar,Summer,2025,0.336,0.493,0.483,0.111,0.117,0.421,0.125,0.257,0.359,0.096,6.9,
AP_ANP_00070_C2,Suresh Naidu,Summer,2025,0.336,0.493,0.483,0.111,0.117,0.421,0.125,0.257,0.359,0.096,6.9,
AP_ANP_00070_C3,Lakshmi Reddy,Summer,2025,0.336,0.493,0.483,0.111,0.117,0.421,0.125,0.257,0.359,0.096,6.9,
AP_ANP_00071_C1,Subba Rao,Kharif,2025,0.728,0.446,0.606,0.319,0.348,0.085,0.09,0.456,0.261,0.214,18.15,
AP_ANP_00071_C2,Ramesh Kumar,Kharif,2025,0.728,0.446,0.606,0.319,0.348,0.085,0.09,0.456,0.261,0.214,18.15,
AP_ANP_00071_C3,Suresh Naidu,Kharif,2025,0.728,0.446,0.606,0.319,0.348,0.085,0.09,0.456,0.261,0.214,18.15,
AP_ANP_00071_C1,Subba Rao,Rabi,2025,0.65,0.336,0.685,0.172,0.335,0.375,0.01,0.614,0.076,0.153,1.19,
AP_ANP_00071_C2,Ramesh Kumar,Rabi,2025,0.65,0.336,0.685,0.172,0.335,0.375,0.01,0.614,0.076,0.153,1.19,
AP_ANP_00071_C3,Suresh Naidu,Rabi,2025,0.65,0.336,0.685,0.172,0.335,0.375,0.01,0.614,0.076,0.153,1.19,
AP_ANP_00071_C1,Subba Rao,Summer,2025,0.442,0.219,0.399,0.087,0.171,0.185,0.045,0.472,0.426,0.078,1.6,
AP_ANP_00071_C2,Ramesh Kumar,Summer,2025,0.442,0.219,0.399,0.087,0.171,0.185,0.045,0.472,0.426,0.078,1.6,
AP_ANP_00071_C3,Suresh Naidu,Summer,2025,0.442,0.219,0.399,0.087,0.171,0.185,0.045,0.472,0.426,0.078,1.6,
AP_ANP_00072_C1,Vijayalakshmi,Kharif,2025,0.674,0.551,0.591,0.335,0.139,0.279,0.013,0.613,0.507,0.295,17.47,
AP_ANP_00072_C2,Subba Rao,Kharif,2025,0.674,0.551,0.591,0.335,0.139,0.279,0.013,0.613,0.507,0.295,17.47,
AP_ANP_00072_C3,Ramesh Kumar,Kharif,2025,0.674,0.551,0.591,0.335,0.139,0.279,0.013,0.613,0.507,0.295,17.47,
AP_ANP_00072_C1,Vijayalakshmi,Rabi,2025,0.653,0.691,0.193,0.074,0.196,0.09,0.013,0.474,0.198,0.244,11.54,
AP_ANP_00072_C2,Subba Rao,Rabi,2025,0.653,0.691,0.193,0.074,0.196,0.09,0.013,0.474,0.198,0.244,11.54,
AP_ANP_00072_C3,Ramesh Kumar,Rabi,2025,0.653,0.691,0.193,0.074,0.196,0.09,0.013,0.474,0.198,0.244,11.54,
AP_ANP_00072_C1,Vijayalakshmi,Summer,2025,0.217,0.485,0.373,-0.025,0.261,0.304,0.255,0.65,0.265,0.319,5.51,
AP_ANP_00072_C2,Subba Rao,Summer,2025,0.217,0.485,0.373,-0.025,0.261,0.304,0.255,0.65,0.265,0.319,5.51,
AP_ANP_00072_C3,Ramesh Kumar,Summer,2025,0.217,0.485,0.373,-0.025,0.261,0.304,0.255,0.65,0.265,0.319,5.51,
AP_ANP_00073_C1,Nagarjuna Reddy,Kharif,2025,0.657,0.418,0.669,0.297,0.291,0.39,0.276,0.48,0.209,0.283,7.42,
AP_ANP_00073_C2,Vijayalakshmi,Kharif,2025,0.657,0.418,0.669,0.297,0.291,0.39,0.276,0.48,0.209,0.283,7.42,
AP_ANP_00073_C3,Subba Rao,Kharif,2025,0.657,0.418,0.669,0.297,0.291,0.39,0.276,0.48,0.209,0.283,7.42,
AP_ANP_00073_C1,Nagarjuna Reddy,Rabi,2025,0.61,0.563,0.393,0.191,0.075,0.211,0.051,0.779,0.223,0.112,0.51,
AP_ANP_00073_C2,Vijayalakshmi,Rabi,2025,0.61,0.563,0.393,0.191,0.075,0.211,0.051,0.779,0.223,0.112,0.51,
AP_ANP_00073_C3,Subba Rao,Rabi,2025,0.61,0.563,0.393,0.191,0.075,0.211,0.051,0.779,0.223,0.112,0.51,
AP_ANP_00073_C1,Nagarjuna Reddy,Summer,2025,0.458,0.354,0.197,0.077,0.155,0.161,0.206,0.594,0.232,0.137,19.76,
AP_ANP_00073_C2,Vijayalakshmi,Summer,2025,0.458,0.354,0.197,0.077,0.155,0.161,0.206,0.594,0.232,0.137,19.76,
AP_ANP_00073_C3,Subba Rao,Summer,2025,0.458,0.354,0.197,0.077,0.155,0.161,0.206,0.594,0.232,0.137,19.76,
AP_ANP_00074_C1,Venkat Ramaiah,Kharif,2025,0.709,0.234,0.466,0.272,0.029,0.242,0.29,0.45,0.069,0.062,7.76,
AP_ANP_00074_C2,Nagarjuna Reddy,Kharif,2025,0.709,0.234,0.466,0.272,0.029,0.242,0.29,0.45,0.069,0.062,7.76,
AP_ANP_00074_C3,Vijayalakshmi,Kharif,2025,0.709,0.234,0.466,0.272,0.029,0.242,0.29,0.45,0.069,0.062,7.76,
AP_ANP_00074_C1,Venkat Ramaiah,Rabi,2025,0.456,0.604,0.448,0.055,0.115,0.408,0.044,0.821,0.207,0.405,12.06,
AP_ANP_00074_C2,Nagarjuna Reddy,Rabi,2025,0.456,0.604,0.448,0.055,0.115,0.408,0.044,0.821,0.207,0.405,12.06,
AP_ANP_00074_C3,Vijayalakshmi,Rabi,2025,0.456,0.604,0.448,0.055,0.115,0.408,0.044,0.821,0.207,0.405,12.06,
AP_ANP_00074_C1,Venkat Ramaiah,Summer,2025,0.531,0.323,0.775,0.147,0.149,0.192,0.109,0.552,0.127,0.271,10.83,
AP_ANP_00074_C2,Nagarjuna Reddy,Summer,2025,0.531,0.323,0.775,0.147,0.149,0.192,0.109,0.552,0.127,0.271,10.83,
AP_ANP_00074_C3,Vijayalakshmi,Summer,2025,0.531,0.323,0.775,0.147,0.149,0.192,0.109,0.552,0.127,0.271,10.83,
AP_ANP_00075_C1,Gopal Reddy,Kharif,2025,0.817,0.414,0.347,0.308,0.106,0.112,0.027,0.423,0.185,0.437,11.15,
AP_ANP_00075_C2,Venkat Ramaiah,Kharif,2025,0.817,0.414,0.347,0.308,0.106,0.112,0.027,0.423,0.185,0.437,11.15,
AP_ANP_00075_C3,Nagarjuna Reddy,Kharif,2025,0.817,0.414,0.347,0.308,0.106,0.112,0.027,0.423,0.185,0.437,11.15,
AP_ANP_00075_C1,Gopal Reddy,Rabi,2025,0.522,0.234,0.439,0.166,0.227,0.235,0.127,0.846,0.49,0.299,11.39,
AP_ANP_00075_C2,Venkat Ramaiah,Rabi,2025,0.522,0.234,0.439,0.166,0.227,0.235,0.127,0.846,0.49,0.299,11.39,
AP_ANP_00075_C3,Nagarjuna Reddy,Rabi,2025,0.522,0.234,0.439,0.166,0.227,0.235,0.127,0.846,0.49,0.299,11.39,
AP_ANP_00075_C1,Gopal Reddy,Summer,2025,0.448,0.387,0.176,-0.01,0.177,0.258,0.076,0.827,0.505,0.339,10.67,
AP_ANP_00075_C2,Venkat Ramaiah,Summer,2025,0.448,0.387,0.176,-0.01,0.177,0.258,0.076,0.827,0.505,0.339,10.67,
AP_ANP_00075_C3,Nagarjuna Reddy,Summer,2025,0.448,0.387,0.176,-0.01,0.177,0.258,0.076,0.827,0.505,0.339,10.67,
